ALAND,AWATER,BASIN,CBSAFP,CLASSFP,COUNTYFP,COUNTYNS,CSAFP,FID_inland,FID_tl_2015_us_county,FUNCSTAT,GEOID,HUC12,HU_12_NAME,INTPTLAT,INTPTLON,LSAD,METDIVFP,MTFCC,NAME,NAMELSAD,STATEFP,SUBBASIN,SUBREGION,Shape_Area,Shape_Length
766718985.0,13112095.0,Apalachicola,12060,H1,149,00347067,122,1490,2287,A,13149,031300020606,Zachry Creek-Chattahoochee River,+33.2913474,-085.1378787,06, ,G4020,Heard,Heard County,13,Middle Chattahoochee-Lake Harding,Apalachicola,57373654.5479,43619.7754624
2736303053.0,198896959.0,Edisto-South Carolina Coastal, ,H1,029,01247991, ,1491,2027,A,45029,030502070705,Chehaw River,+32.8350184,-080.6552438,06, ,G4020,Colleton,Colleton County,45,Salkehatchie,Edisto-Santee,112941738.008,68288.1058245
2141835933.0,20758800.0,Ogeechee,12260,H1,033,00347944, ,1492,1140,A,13033,030602010708,Chew Mill Creek,+33.0508189,-082.0115709,06, ,G4020,Burke,Burke County,13,Upper Ogeechee,Ogeechee-Savannah,13809313.4045,20571.7274153
899449594.0,13452206.0,Ogeechee, ,H1,165,00342985, ,1492,2284,A,13165,030602010708,Chew Mill Creek,+32.7945631,-081.9715244,06, ,G4020,Jenkins,Jenkins County,13,Upper Ogeechee,Ogeechee-Savannah,41797403.3133,33192.8820628
1141971255.0,12730357.0,Apalachicola,12060,H1,077,00326666,122,1493,1125,A,13077,031300020607,Potato Creek,+33.3528965,-084.7621381,06, ,G4020,Coweta,Coweta County,13,Middle Chattahoochee-Lake Harding,Apalachicola,70951.684448,1479.65882042
1072232618.0,82803338.0,Apalachicola,29300,H1,285,01673298,122,1493,1606,A,13285,031300020607,Potato Creek,+33.0344820,-085.0283600,06, ,G4020,Troup,Troup County,13,Middle Chattahoochee-Lake Harding,Apalachicola,33028147.3411,31360.3255958
766718985.0,13112095.0,Apalachicola,12060,H1,149,00347067,122,1493,2287,A,13149,031300020607,Potato Creek,+33.2913474,-085.1378787,06, ,G4020,Heard,Heard County,13,Middle Chattahoochee-Lake Harding,Apalachicola,14475802.1098,23471.1397165
669822350.0,25008172.0,Altamaha,33300,H1,009,00345255, ,1494,3104,A,13009,030701020104,Camp Creek,+33.0594897,-083.2554566,06, ,G4020,Baldwin,Baldwin County,13,Lower Oconee,Altamaha-St. Marys,85560560.2266,48875.4215706
2372842394.0,1144346152.0,Edisto-South Carolina Coastal,16700,H1,019,01252740, ,1495,1942,A,45019,030502020203,Kiawah River,+32.8004582,-079.9424800,06, ,G4020,Charleston,Charleston County,45,South Carolina Coastal,Edisto-Santee,62595197.0703,47871.9514301
559659551.0,8596853.0,Apalachicola,12060,H1,231,00346482,122,1496,1597,A,13231,031300050402,Birch Creek,+33.0907685,-084.3866265,06, ,G4020,Pike,Pike County,13,Upper Flint,Apalachicola,74554534.8281,45298.3468393
1564252367.0,5284573.0,Coosa-Tallapoosa, ,H1,027,00161539, ,1497,12,A,01027,031501090401,Shool Creek,+33.2703999,-085.8635254,06, ,G4020,Clay,Clay County,01,Middle Tallapoosa,Alabama,111930870.387,65370.2312901
1298160991.0,10834086.0,Apalachicola,12060,H1,199,00346892,122,1498,680,A,13199,031300050401,Hollonville-Flint River,+33.0292436,-084.6670413,06, ,G4020,Meriwether,Meriwether County,13,Upper Flint,Apalachicola,17372219.1059,23812.0021018
559659551.0,8596853.0,Apalachicola,12060,H1,231,00346482,122,1498,1597,A,13231,031300050401,Hollonville-Flint River,+33.0907685,-084.3866265,06, ,G4020,Pike,Pike County,13,Upper Flint,Apalachicola,22704659.2057,23603.7817795
507333988.0,9602978.0,Apalachicola,12060,H1,255,00353055,122,1498,2904,A,13255,031300050401,Hollonville-Flint River,+33.2623888,-084.2860671,06, ,G4020,Spalding,Spalding County,13,Upper Flint,Apalachicola,286.889397568,97.1773142709
1757188472.0,15284511.0,Ogeechee, ,H1,303,00348428, ,1499,1303,A,13303,030602010504,Sun Hill Creek,+32.9718477,-082.7981123,06, ,G4020,Washington,Washington County,13,Upper Ogeechee,Ogeechee-Savannah,124259534.562,60908.7040176
1298160991.0,10834086.0,Apalachicola,12060,H1,199,00346892,122,1500,680,A,13199,031300020702,Blue Creek-Yellowjacket Creek,+33.0292436,-084.6670413,06, ,G4020,Meriwether,Meriwether County,13,Middle Chattahoochee-Lake Harding,Apalachicola,29838124.6093,25682.2013761
1141971255.0,12730357.0,Apalachicola,12060,H1,077,00326666,122,1500,1125,A,13077,031300020702,Blue Creek-Yellowjacket Creek,+33.3528965,-084.7621381,06, ,G4020,Coweta,Coweta County,13,Middle Chattahoochee-Lake Harding,Apalachicola,6524207.64264,21690.3263977
1072232618.0,82803338.0,Apalachicola,29300,H1,285,01673298,122,1500,1606,A,13285,031300020702,Blue Creek-Yellowjacket Creek,+33.0344820,-085.0283600,06, ,G4020,Troup,Troup County,13,Middle Chattahoochee-Lake Harding,Apalachicola,56232658.718,41188.1797369
2372842394.0,1144346152.0,Edisto-South Carolina Coastal,16700,H1,019,01252740, ,1501,1942,A,45019,030502060405,Dawho River-North Edisto River,+32.8004582,-079.9424800,06, ,G4020,Charleston,Charleston County,45,Edisto River,Edisto-Santee,151210797.734,87380.519282
1503616100.0,9285296.0,Coosa-Tallapoosa, ,H1,111,00161582, ,1502,2984,A,01111,031501090104,Cornhouse Creek,+33.2964753,-085.4640679,06, ,G4020,Randolph,Randolph County,01,Middle Tallapoosa,Alabama,144954595.395,60927.6591488
475262774.0,6046030.0,Altamaha,12060,H1,171,00326713,122,1503,53,A,13171,030701031201,Big Towaliga River,+33.0744604,-084.1467206,06, ,G4020,Lamar,Lamar County,13,Upper Ocmulgee,Altamaha-St. Marys,93376813.3047,46929.76353
2141835933.0,20758800.0,Ogeechee,12260,H1,033,00347944, ,1504,1140,A,13033,030602010408,Baker Branch-Ogeechee River,+33.0508189,-082.0115709,06, ,G4020,Burke,Burke County,13,Upper Ogeechee,Ogeechee-Savannah,2900452.72801,10021.4128804
1363589116.0,8241829.0,Ogeechee, ,H1,163,00345714, ,1504,1337,A,13163,030602010408,Baker Branch-Ogeechee River,+33.0581756,-082.4200036,06, ,G4020,Jefferson,Jefferson County,13,Upper Ogeechee,Ogeechee-Savannah,53100055.4739,40854.2434693
1762760538.0,24802077.0,Ogeechee, ,H1,107,00347508, ,1504,1643,A,13107,030602010408,Baker Branch-Ogeechee River,+32.5910995,-082.2997628,06, ,G4020,Emanuel,Emanuel County,13,Upper Ogeechee,Ogeechee-Savannah,457.691054644,138.220598742
1158541304.0,12003359.0,Altamaha, ,H1,319,00346824, ,1505,662,A,13319,030701020201,Upper Town Creek,+32.8042663,-083.1755122,06, ,G4020,Wilkinson,Wilkinson County,13,Lower Oconee,Altamaha-St. Marys,13570352.7027,25987.4518209
669822350.0,25008172.0,Altamaha,33300,H1,009,00345255, ,1505,3104,A,13009,030701020201,Upper Town Creek,+33.0594897,-083.2554566,06, ,G4020,Baldwin,Baldwin County,13,Lower Oconee,Altamaha-St. Marys,42054146.4223,44225.2461843
1757188472.0,15284511.0,Ogeechee, ,H1,303,00348428, ,1506,1303,A,13303,030602010505,Steel Creek-Williamson Swamp Creek,+32.9718477,-082.7981123,06, ,G4020,Washington,Washington County,13,Upper Ogeechee,Ogeechee-Savannah,73940101.8043,48656.9836395
1363589116.0,8241829.0,Ogeechee, ,H1,163,00345714, ,1506,1337,A,13163,030602010505,Steel Creek-Williamson Swamp Creek,+33.0581756,-082.4200036,06, ,G4020,Jefferson,Jefferson County,13,Upper Ogeechee,Ogeechee-Savannah,26383126.6645,26698.2695595
475262774.0,6046030.0,Altamaha,12060,H1,171,00326713,122,1507,53,A,13171,030701031202,Little Towaliga River,+33.0744604,-084.1467206,06, ,G4020,Lamar,Lamar County,13,Upper Ocmulgee,Altamaha-St. Marys,47284590.927,33476.6920892
1025912893.0,5603382.0,Altamaha,31420,H1,207,00343073,356,1507,3020,A,13207,030701031202,Little Towaliga River,+33.0174352,-083.9229376,06, ,G4020,Monroe,Monroe County,13,Upper Ocmulgee,Altamaha-St. Marys,22097160.7209,24128.4681335
1670803486.0,27888992.0,Ogeechee, ,H1,251,00350204, ,1508,381,A,13251,030602020104,Middle Horse Creek,+32.7447512,-081.6175849,06, ,G4020,Screven,Screven County,13,Lower Ogeechee,Ogeechee-Savannah,17232680.9212,22479.6805617
899449594.0,13452206.0,Ogeechee, ,H1,165,00342985, ,1508,2284,A,13165,030602020104,Middle Horse Creek,+32.7945631,-081.9715244,06, ,G4020,Jenkins,Jenkins County,13,Lower Ogeechee,Ogeechee-Savannah,56232917.0453,35689.778475
1020291683.0,3832666.0,Altamaha,31420,H1,169,00345367,356,1509,1508,A,13169,030701031305,Deer Creek,+33.0202261,-083.5623393,06, ,G4020,Jones,Jones County,13,Upper Ocmulgee,Altamaha-St. Marys,91362951.0703,51668.0662649
1564252367.0,5284573.0,Coosa-Tallapoosa, ,H1,027,00161539, ,1510,12,A,01027,031501090105,Dewberry Branch,+33.2703999,-085.8635254,06, ,G4020,Clay,Clay County,01,Middle Tallapoosa,Alabama,254953.33623,2836.89716705
1503616100.0,9285296.0,Coosa-Tallapoosa, ,H1,111,00161582, ,1510,2984,A,01111,031501090105,Dewberry Branch,+33.2964753,-085.4640679,06, ,G4020,Randolph,Randolph County,01,Middle Tallapoosa,Alabama,86432369.7973,56276.2450324
1450122571.0,7276755.0,Edisto-South Carolina Coastal, ,H1,049,01248004, ,1511,2065,A,45049,030502080101,Lake George Warren-Brier Creek,+32.7783349,-081.1438173,06, ,G4020,Hampton,Hampton County,45,Broad-St. Helena,Edisto-Santee,37371234.1953,30628.5740099
2372842394.0,1144346152.0,Edisto-South Carolina Coastal,16700,H1,019,01252740, ,1512,1942,A,45019,030502060403,Leadenwah Creek,+32.8004582,-079.9424800,06, ,G4020,Charleston,Charleston County,45,Edisto River,Edisto-Santee,36024823.5938,41755.2357322
766718985.0,13112095.0,Apalachicola,12060,H1,149,00347067,122,1513,2287,A,13149,031300020604,Tolieson Branch-Hillabahatchee Creek,+33.2913474,-085.1378787,06, ,G4020,Heard,Heard County,13,Middle Chattahoochee-Lake Harding,Apalachicola,31960335.5025,27610.255677
1503616100.0,9285296.0,Apalachicola, ,H1,111,00161582, ,1513,2984,A,01111,031300020604,Tolieson Branch-Hillabahatchee Creek,+33.2964753,-085.4640679,06, ,G4020,Randolph,Randolph County,01,Middle Chattahoochee-Lake Harding,Apalachicola,6243960.72575,14606.2174236
2141835933.0,20758800.0,Ogeechee,12260,H1,033,00347944, ,1514,1140,A,13033,030602010705,Bark Camp Creek,+33.0508189,-082.0115709,06, ,G4020,Burke,Burke County,13,Upper Ogeechee,Ogeechee-Savannah,91777776.1189,49633.2852334
1762760538.0,24802077.0,Ogeechee, ,H1,107,00347508, ,1514,1643,A,13107,030602010705,Bark Camp Creek,+32.5910995,-082.2997628,06, ,G4020,Emanuel,Emanuel County,13,Upper Ogeechee,Ogeechee-Savannah,22483.613558,2038.75028964
899449594.0,13452206.0,Ogeechee, ,H1,165,00342985, ,1514,2284,A,13165,030602010705,Bark Camp Creek,+32.7945631,-081.9715244,06, ,G4020,Jenkins,Jenkins County,13,Upper Ogeechee,Ogeechee-Savannah,4978304.9475,14832.8666967
1503616100.0,9285296.0,Apalachicola, ,H1,111,00161582, ,1515,2984,A,01111,031300020802,Upper Wehadkee Creek,+33.2964753,-085.4640679,06, ,G4020,Randolph,Randolph County,01,Middle Chattahoochee-Lake Harding,Apalachicola,107219093.82,59859.9453206
1670803486.0,27888992.0,Savannah, ,H1,251,00350204, ,1516,381,A,13251,030601090201,Upper Runs Branch,+32.7447512,-081.6175849,06, ,G4020,Screven,Screven County,13,Lower Savannah,Ogeechee-Savannah,104723331.91,118700.697607
1450122571.0,7276755.0,Savannah, ,H1,049,01248004, ,1516,2065,A,45049,030601090201,Upper Runs Branch,+32.7783349,-081.1438173,06, ,G4020,Hampton,Hampton County,45,Lower Savannah,Ogeechee-Savannah,107492709.995,96674.6137493
1056948589.0,11208070.0,Savannah, ,H1,005,01247980, ,1516,2399,A,45005,030601090201,Upper Runs Branch,+32.9797838,-081.3634213,06, ,G4020,Allendale,Allendale County,45,Lower Savannah,Ogeechee-Savannah,63138452.0774,50002.143597
1237247956.0,13536096.0,Savannah,42340,H1,103,00350219,496,1516,2452,A,13103,030601090201,Upper Runs Branch,+32.3617106,-081.3433367,06, ,G4020,Effingham,Effingham County,13,Lower Savannah,Ogeechee-Savannah,12811823.4894,32363.7963444
1450122571.0,7276755.0,Edisto-South Carolina Coastal, ,H1,049,01248004, ,1517,2065,A,45049,030502080404,Mcpherson Creek-Coosawhatchie River,+32.7783349,-081.1438173,06, ,G4020,Hampton,Hampton County,45,Broad-St. Helena,Edisto-Santee,83394678.6704,56163.5412595
1697265693.0,114074607.0,Edisto-South Carolina Coastal,25940,H1,053,01248006, ,1517,2766,A,45053,030502080404,Mcpherson Creek-Coosawhatchie River,+32.4305900,-081.0216270,06, ,G4020,Jasper,Jasper County,45,Broad-St. Helena,Edisto-Santee,19252023.2499,22271.619138
953541347.0,13727188.0,Altamaha,12060,H1,159,00346144,122,1518,1150,A,13159,030701031301,Upper Falling Creek,+33.3181691,-083.6901425,06, ,G4020,Jasper,Jasper County,13,Upper Ocmulgee,Altamaha-St. Marys,4846349.80407,11189.7082784
1020291683.0,3832666.0,Altamaha,31420,H1,169,00345367,356,1518,1508,A,13169,030701031301,Upper Falling Creek,+33.0202261,-083.5623393,06, ,G4020,Jones,Jones County,13,Upper Ocmulgee,Altamaha-St. Marys,40522447.5264,49323.807081
1025912893.0,5603382.0,Altamaha,31420,H1,207,00343073,356,1518,3020,A,13207,030701031301,Upper Falling Creek,+33.0174352,-083.9229376,06, ,G4020,Monroe,Monroe County,13,Upper Ocmulgee,Altamaha-St. Marys,40284925.3456,44027.6574077
2141835933.0,20758800.0,Ogeechee,12260,H1,033,00347944, ,1519,1140,A,13033,030602010407,Spring Creek,+33.0508189,-082.0115709,06, ,G4020,Burke,Burke County,13,Upper Ogeechee,Ogeechee-Savannah,23504025.3635,23329.2545302
1363589116.0,8241829.0,Ogeechee, ,H1,163,00345714, ,1519,1337,A,13163,030602010407,Spring Creek,+33.0581756,-082.4200036,06, ,G4020,Jefferson,Jefferson County,13,Upper Ogeechee,Ogeechee-Savannah,17311979.4472,20598.0702391
1020291683.0,3832666.0,Altamaha,31420,H1,169,00345367,356,1520,1508,A,13169,030701011703,Shoal Creek-Big Cedar Creek,+33.0202261,-083.5623393,06, ,G4020,Jones,Jones County,13,Upper Oconee,Altamaha-St. Marys,98302086.0859,47075.1672158
1757188472.0,15284511.0,Altamaha, ,H1,303,00348428, ,1521,1303,A,13303,030701020403,Limestone Creek,+32.9718477,-082.7981123,06, ,G4020,Washington,Washington County,13,Lower Oconee,Altamaha-St. Marys,79723174.6875,49266.802824
559659551.0,8596853.0,Apalachicola,12060,H1,231,00346482,122,1522,1597,A,13231,031300050601,Headwaters Elkins Creek,+33.0907685,-084.3866265,06, ,G4020,Pike,Pike County,13,Upper Flint,Apalachicola,85643590.3281,44189.3277037
507333988.0,9602978.0,Apalachicola,12060,H1,255,00353055,122,1522,2904,A,13255,031300050601,Headwaters Elkins Creek,+33.2623888,-084.2860671,06, ,G4020,Spalding,Spalding County,13,Upper Flint,Apalachicola,7021469.9532,11925.9949884
669822350.0,25008172.0,Altamaha,33300,H1,009,00345255, ,1523,3104,A,13009,030701020105,Buck Creek-Oconee River,+33.0594897,-083.2554566,06, ,G4020,Baldwin,Baldwin County,13,Lower Oconee,Altamaha-St. Marys,58596542.6562,41418.8497392
1072232618.0,82803338.0,Apalachicola,29300,H1,285,01673298,122,1524,1606,A,13285,031300020601,Hillabahatchee Creek,+33.0344820,-085.0283600,06, ,G4020,Troup,Troup County,13,Middle Chattahoochee-Lake Harding,Apalachicola,7011.2963835,350.128639046
766718985.0,13112095.0,Apalachicola,12060,H1,149,00347067,122,1524,2287,A,13149,031300020601,Hillabahatchee Creek,+33.2913474,-085.1378787,06, ,G4020,Heard,Heard County,13,Middle Chattahoochee-Lake Harding,Apalachicola,51419776.7034,43563.0805478
2141835933.0,20758800.0,Ogeechee,12260,H1,033,00347944, ,1525,1140,A,13033,030602010610,Spring Mill Branch-Buckhead Creek,+33.0508189,-082.0115709,06, ,G4020,Burke,Burke County,13,Upper Ogeechee,Ogeechee-Savannah,1864083.05697,6489.93056146
899449594.0,13452206.0,Ogeechee, ,H1,165,00342985, ,1525,2284,A,13165,030602010610,Spring Mill Branch-Buckhead Creek,+32.7945631,-081.9715244,06, ,G4020,Jenkins,Jenkins County,13,Upper Ogeechee,Ogeechee-Savannah,85489836.3902,73851.8792978
2141835933.0,20758800.0,Ogeechee,12260,H1,033,00347944, ,1526,1140,A,13033,030602010606,McCullough Millpond-Buckhead Creek,+33.0508189,-082.0115709,06, ,G4020,Burke,Burke County,13,Upper Ogeechee,Ogeechee-Savannah,45057881.5469,33764.2129827
1298160991.0,10834086.0,Apalachicola,12060,H1,199,00346892,122,1527,680,A,13199,031300050306,Lower White Oak Creek,+33.0292436,-084.6670413,06, ,G4020,Meriwether,Meriwether County,13,Upper Flint,Apalachicola,116326310.782,57541.4983721
1141971255.0,12730357.0,Apalachicola,12060,H1,077,00326666,122,1527,1125,A,13077,031300050306,Lower White Oak Creek,+33.3528965,-084.7621381,06, ,G4020,Coweta,Coweta County,13,Upper Flint,Apalachicola,2446236.89911,9367.44779295
559659551.0,8596853.0,Apalachicola,12060,H1,231,00346482,122,1527,1597,A,13231,031300050306,Lower White Oak Creek,+33.0907685,-084.3866265,06, ,G4020,Pike,Pike County,13,Upper Flint,Apalachicola,274.656828508,79.9938033946
1158541304.0,12003359.0,Altamaha, ,H1,319,00346824, ,1528,662,A,13319,030701020206,Gumm Creek,+32.8042663,-083.1755122,06, ,G4020,Wilkinson,Wilkinson County,13,Lower Oconee,Altamaha-St. Marys,7173623.92842,19362.2252183
1220058031.0,17479750.0,Altamaha,33300,H1,141,00348209, ,1528,759,A,13141,030701020206,Gumm Creek,+33.2692195,-083.0004653,06, ,G4020,Hancock,Hancock County,13,Lower Oconee,Altamaha-St. Marys,96061.6210745,2283.06315904
1757188472.0,15284511.0,Altamaha, ,H1,303,00348428, ,1528,1303,A,13303,030701020206,Gumm Creek,+32.9718477,-082.7981123,06, ,G4020,Washington,Washington County,13,Lower Oconee,Altamaha-St. Marys,69323071.198,49414.3169909
669822350.0,25008172.0,Altamaha,33300,H1,009,00345255, ,1528,3104,A,13009,030701020206,Gumm Creek,+33.0594897,-083.2554566,06, ,G4020,Baldwin,Baldwin County,13,Lower Oconee,Altamaha-St. Marys,18022489.3735,41935.6823044
1450122571.0,7276755.0,Edisto-South Carolina Coastal, ,H1,049,01248004, ,1529,2065,A,45049,030502080102,Lake George Warren-Black Creek,+32.7783349,-081.1438173,06, ,G4020,Hampton,Hampton County,45,Broad-St. Helena,Edisto-Santee,125350530.102,63362.93934
1056948589.0,11208070.0,Edisto-South Carolina Coastal, ,H1,005,01247980, ,1529,2399,A,45005,030502080102,Lake George Warren-Black Creek,+32.9797838,-081.3634213,06, ,G4020,Allendale,Allendale County,45,Broad-St. Helena,Edisto-Santee,641618.724456,5547.97618109
2372842394.0,1144346152.0,Edisto-South Carolina Coastal,16700,H1,019,01252740, ,1530,1942,A,45019,030502020206,Atlantic Ocean,+32.8004582,-079.9424800,06, ,G4020,Charleston,Charleston County,45,South Carolina Coastal,Edisto-Santee,50056367.8828,29877.9162264
2141835933.0,20758800.0,Ogeechee,12260,H1,033,00347944, ,1531,1140,A,13033,030602010609,Little Buckhead Creek,+33.0508189,-082.0115709,06, ,G4020,Burke,Burke County,13,Upper Ogeechee,Ogeechee-Savannah,1139772.68496,4945.66302899
899449594.0,13452206.0,Ogeechee, ,H1,165,00342985, ,1531,2284,A,13165,030602010609,Little Buckhead Creek,+32.7945631,-081.9715244,06, ,G4020,Jenkins,Jenkins County,13,Upper Ogeechee,Ogeechee-Savannah,73266420.1236,45201.8705441
1020291683.0,3832666.0,Altamaha,31420,H1,169,00345367,356,1532,1508,A,13169,030701020102,Upper Fishing Creek,+33.0202261,-083.5623393,06, ,G4020,Jones,Jones County,13,Lower Oconee,Altamaha-St. Marys,36076250.3643,29498.7673636
669822350.0,25008172.0,Altamaha,33300,H1,009,00345255, ,1532,3104,A,13009,030701020102,Upper Fishing Creek,+33.0594897,-083.2554566,06, ,G4020,Baldwin,Baldwin County,13,Lower Oconee,Altamaha-St. Marys,68362334.4068,39399.1253137
1564252367.0,5284573.0,Coosa-Tallapoosa, ,H1,027,00161539, ,1533,12,A,01027,031501090102,Horsetrough Creek-Crooked Creek,+33.2703999,-085.8635254,06, ,G4020,Clay,Clay County,01,Middle Tallapoosa,Alabama,142403705.937,71945.9564228
1503616100.0,9285296.0,Coosa-Tallapoosa, ,H1,111,00161582, ,1533,2984,A,01111,031501090102,Horsetrough Creek-Crooked Creek,+33.2964753,-085.4640679,06, ,G4020,Randolph,Randolph County,01,Middle Tallapoosa,Alabama,1413794.22956,7180.72544877
1298160991.0,10834086.0,Apalachicola,12060,H1,199,00346892,122,1534,680,A,13199,031300050304,Bear Creek,+33.0292436,-084.6670413,06, ,G4020,Meriwether,Meriwether County,13,Upper Flint,Apalachicola,38522612.863,34118.0386319
1141971255.0,12730357.0,Apalachicola,12060,H1,077,00326666,122,1534,1125,A,13077,031300050304,Bear Creek,+33.3528965,-084.7621381,06, ,G4020,Coweta,Coweta County,13,Upper Flint,Apalachicola,20116377.4164,25625.6092507
475262774.0,6046030.0,Apalachicola,12060,H1,171,00326713,122,1535,53,A,13171,031300050902,Turnpike Creek,+33.0744604,-084.1467206,06, ,G4020,Lamar,Lamar County,13,Upper Flint,Apalachicola,2518922.79668,13585.9483771
559659551.0,8596853.0,Apalachicola,12060,H1,231,00346482,122,1535,1597,A,13231,031300050902,Turnpike Creek,+33.0907685,-084.3866265,06, ,G4020,Pike,Pike County,13,Upper Flint,Apalachicola,53984096.9071,33365.4128025
507333988.0,9602978.0,Apalachicola,12060,H1,255,00353055,122,1535,2904,A,13255,031300050902,Turnpike Creek,+33.2623888,-084.2860671,06, ,G4020,Spalding,Spalding County,13,Upper Flint,Apalachicola,11380447.666,16692.178051
1757188472.0,15284511.0,Ogeechee, ,H1,303,00348428, ,1536,1303,A,13303,030602010209,Boyd Branch-Ogeechee River,+32.9718477,-082.7981123,06, ,G4020,Washington,Washington County,13,Upper Ogeechee,Ogeechee-Savannah,376.874206337,252.03965434
1363589116.0,8241829.0,Ogeechee, ,H1,163,00345714, ,1536,1337,A,13163,030602010209,Boyd Branch-Ogeechee River,+33.0581756,-082.4200036,06, ,G4020,Jefferson,Jefferson County,13,Upper Ogeechee,Ogeechee-Savannah,74803506.7287,41221.109368
1025912893.0,5603382.0,Altamaha,31420,H1,207,00343073,356,1537,3020,A,13207,030701031204,Standard Creek-Towaliga River,+33.0174352,-083.9229376,06, ,G4020,Monroe,Monroe County,13,Upper Ocmulgee,Altamaha-St. Marys,113745159.836,57516.7022648
766718985.0,13112095.0,Apalachicola,12060,H1,149,00347067,122,1538,2287,A,13149,031300020603,Town of Mason-Cedar Creek,+33.2913474,-085.1378787,06, ,G4020,Heard,Heard County,13,Middle Chattahoochee-Lake Harding,Apalachicola,30274291.6523,25031.6188251
1503616100.0,9285296.0,Apalachicola, ,H1,111,00161582, ,1538,2984,A,01111,031300020603,Town of Mason-Cedar Creek,+33.2964753,-085.4640679,06, ,G4020,Randolph,Randolph County,01,Middle Chattahoochee-Lake Harding,Apalachicola,15565765.5331,18894.3923571
2141835933.0,20758800.0,Ogeechee,12260,H1,033,00347944, ,1539,1140,A,13033,030602010605,Eightmile Creek,+33.0508189,-082.0115709,06, ,G4020,Burke,Burke County,13,Upper Ogeechee,Ogeechee-Savannah,35098205.8125,33102.7583902
2372842394.0,1144346152.0,Edisto-South Carolina Coastal,16700,H1,019,01252740, ,1540,1942,A,45019,030502060306,Hope Creek-Edisto River,+32.8004582,-079.9424800,06, ,G4020,Charleston,Charleston County,45,Edisto River,Edisto-Santee,26177015.1199,39717.9071863
2736303053.0,198896959.0,Edisto-South Carolina Coastal, ,H1,029,01247991, ,1540,2027,A,45029,030502060306,Hope Creek-Edisto River,+32.8350184,-080.6552438,06, ,G4020,Colleton,Colleton County,45,Edisto River,Edisto-Santee,45571933.0894,45619.2487063
1298160991.0,10834086.0,Apalachicola,12060,H1,199,00346892,122,1541,680,A,13199,031300020701,Colley Lake-Yellowjacket Creek,+33.0292436,-084.6670413,06, ,G4020,Meriwether,Meriwether County,13,Middle Chattahoochee-Lake Harding,Apalachicola,15449535.6126,18412.2697856
1141971255.0,12730357.0,Apalachicola,12060,H1,077,00326666,122,1541,1125,A,13077,031300020701,Colley Lake-Yellowjacket Creek,+33.3528965,-084.7621381,06, ,G4020,Coweta,Coweta County,13,Middle Chattahoochee-Lake Harding,Apalachicola,26487703.99,26296.6362515
2372842394.0,1144346152.0,Edisto-South Carolina Coastal,16700,H1,019,01252740, ,1542,1942,A,45019,030502020204,Folly Creek,+32.8004582,-079.9424800,06, ,G4020,Charleston,Charleston County,45,South Carolina Coastal,Edisto-Santee,35092390.7188,31036.4660068
1757188472.0,15284511.0,Ogeechee, ,H1,303,00348428, ,1543,1303,A,13303,030602010503,Inman Branch-Williamson Swamp Creek,+32.9718477,-082.7981123,06, ,G4020,Washington,Washington County,13,Upper Ogeechee,Ogeechee-Savannah,48967251.7656,39022.5917962
1670803486.0,27888992.0,Savannah, ,H1,251,00350204, ,1544,381,A,13251,030601080403,Lower Beaverdam Creek,+32.7447512,-081.6175849,06, ,G4020,Screven,Screven County,13,Brier,Ogeechee-Savannah,145487626.005,72126.7804228
2141835933.0,20758800.0,Savannah,12260,H1,033,00347944, ,1544,1140,A,13033,030601080403,Lower Beaverdam Creek,+33.0508189,-082.0115709,06, ,G4020,Burke,Burke County,13,Brier,Ogeechee-Savannah,186854.032379,2246.57869009
1670803486.0,27888992.0,Savannah, ,H1,251,00350204, ,1545,381,A,13251,030601080503,Beaverdam Creek-Brier Creek,+32.7447512,-081.6175849,06, ,G4020,Screven,Screven County,13,Brier,Ogeechee-Savannah,135758849.086,76375.5681591
2736303053.0,198896959.0,Edisto-South Carolina Coastal, ,H1,029,01247991, ,1546,2027,A,45029,030502070702,Upper Combahee River,+32.8350184,-080.6552438,06, ,G4020,Colleton,Colleton County,45,Salkehatchie,Edisto-Santee,33342973.0696,42904.0748639
1450122571.0,7276755.0,Edisto-South Carolina Coastal, ,H1,049,01248004, ,1546,2065,A,45049,030502070702,Upper Combahee River,+32.7783349,-081.1438173,06, ,G4020,Hampton,Hampton County,45,Salkehatchie,Edisto-Santee,40995575.9058,36531.4736561
766718985.0,13112095.0,Apalachicola,12060,H1,149,00347067,122,1547,2287,A,13149,031300020605,Brush Creek,+33.2913474,-085.1378787,06, ,G4020,Heard,Heard County,13,Middle Chattahoochee-Lake Harding,Apalachicola,50217626.7539,38732.1954293
669822350.0,25008172.0,Altamaha,33300,H1,009,00345255, ,1548,3104,A,13009,030701020103,Lower Fishing Creek,+33.0594897,-083.2554566,06, ,G4020,Baldwin,Baldwin County,13,Lower Oconee,Altamaha-St. Marys,69086949.6953,45705.5390176
2372842394.0,1144346152.0,Edisto-South Carolina Coastal,16700,H1,019,01252740, ,1549,1942,A,45019,030502060401,Toogoodoo Creek,+32.8004582,-079.9424800,06, ,G4020,Charleston,Charleston County,45,Edisto River,Edisto-Santee,72118695.4688,47814.4358199
